fullName,description,url,stars,size,language,pushedAt,forks,openIssues,commitCount,license,topics,watchersCount,hasIssuesEnabled
shuigedeng/taotao-cloud-project,taotao-cloud (taotao云平台)是一个企业级单体架构和微服务架构的快速开发脚手架。提供多种便捷starter进行功能扩展，采用DDD(领域驱动设计)思想，快速搭建企业级系统。基于gradle9.5.0、jdk25; spring7.0.8、SpringBoot4.1.0、SpringCloud2025.1.1、SpringCloudAlibaba2025.1.0.0、SpringSecurity7.1.0、Mybatis-Plus3.5.16等开发的微服务开发脚手架，包括中间件模块、大数据模块、微服务业务模块、前端模块提供技术框架的基础能力的封装，减少开发工作，只关注业务;包含了工作以来的工作总结和技术沉淀。,https://github.com/shuigedeng/taotao-cloud-project,354,613759,Java,Sun Jun 14 20:28:15 CST 2026,93,18,3305,Apache License 2.0,spring-cloud|spring-boot|taotao-cloud|sentinel|knife4j|java|mybatis|springcloud|elasticsearch|kafka,10,true
wiremock/wiremock-spring-boot,WireMock Spring Boot drastically simplifies testing HTTP clients in Spring Boot & Junit 5 based integration tests.,https://github.com/wiremock/wiremock-spring-boot,352,459,Java,Thu Mar 12 00:48:53 CST 2026,25,12,246,MIT License,java|junit|junit-extension|junit5|spring-boot|wiremock,11,true
team-dodn/spring-boot-java-template,SpringBoot basic structure template based on Java,https://github.com/team-dodn/spring-boot-java-template,350,459,Java,Fri Jun 12 10:59:32 CST 2026,93,0,75,Apache License 2.0,spring-boot|spring-best-practices|spring-framework|spring-jpa|spring-multimodule|spring-starters|spring-template|spring-web|java-spring|java-spring-boot,6,true
springwolf/springwolf-core,Automated documentation for event-driven applications built with Spring Boot,https://github.com/springwolf/springwolf-core,343,19353,Java,Mon Jun 15 16:25:30 CST 2026,97,22,1909,Apache License 2.0,kafka|swagger|spring-boot|documentation-generator|spring-kafka|springfox|asyncapi|spring-rabbitmq|ampq|spring-cloud-stream,6,true
rieckpil/testing-spring-boot-applications-masterclass,🍃 Master Spring Boot Testing: From Uncertain Deployments to Production Confidence,https://github.com/rieckpil/testing-spring-boot-applications-masterclass,330,11138,Java,Wed Jun 10 16:11:01 CST 2026,271,12,525,MIT License,spring-boot|junit5|mockito|spring-framework|testcontainers|localstack|selenium|testing|spring-test|wiremock,89,true
apache/incubator-kie-optaplanner-quickstarts,OptaPlanner quick starts for AI optimization: many use cases shown in many different technologies.,https://github.com/apache/incubator-kie-optaplanner-quickstarts,329,7799,Java,Fri May 15 16:03:51 CST 2026,158,18,431,Apache License 2.0,java|kotlin|maven|gradle|quarkus|spring-boot|artificial-intelligence|optimization-algorithms|mathematical-optimization|constraint-solver,43,true
hb0730/boot-admin,BOOT-ADMIN是一个基于Spring Boot3和Vue3 的开源项目，项目采用前后端分离的模式;前端框架使用vue-pure-admin,https://github.com/hb0730/boot-admin,328,6239,Java,Fri Jun 13 03:52:12 CST 2025,102,6,42,MIT License,java|spring-security|quartz|mybatis-plus3|redis|vue|admin|mybatis-plus|spring-boot|vue-admin,9,true
shiyindaxiaojie/eden-architect,A modern; out-of-the-box Spring framework for building lean; clean; and maintainable apps with zero intrusion; official modularization; and optional dependencies.,https://github.com/shiyindaxiaojie/eden-architect,328,7940,Java,Fri Apr 24 14:45:06 CST 2026,83,11,850,Apache License 2.0,spring-boot|spring-cloud|spring-data|spring-framework|spring-integration|spring-security|cola|spring-ai,6,true
jkazama/ddd-java,Spring Boot + Java [ Evans DDD Sample ],https://github.com/jkazama/ddd-java,317,1013,Java,Tue Nov 25 23:17:58 CST 2025,69,0,119,MIT License,java|spring-boot|ddd|devcontainer,24,true
w8123/EnterpriseAgentFramework,Enterprise AI Capability Platform for Java/Spring Boot. Register business APIs as governed AI capabilities; compose Agents with GraphSpec; Runtime; MCP/A2A/Gateway; RunOps and Trace. 企业智能体开发框架-把 Java 企业系统中的接口、领域方法、知识、模型和流程，沉淀为可治理、可编排、可开放的 AI 能力资产。,https://github.com/w8123/EnterpriseAgentFramework,313,61991,Java,Mon Jun 15 07:18:42 CST 2026,16,0,69,MIT License,a2a|agent-framework|ai-agents|ai-capability|ai-gateway|ai-platform|enterprise-ai|java|langgraph|llmops,16,true
geoserver/geoserver-cloud,GeoServer Cloud offers ready to use Spring Boot Apps provided for cloud use as dockerized microservices.,https://github.com/geoserver/geoserver-cloud,312,45133,Java,Mon Jun 15 07:53:04 CST 2026,100,42,2217,Other,geoserver|microservices|java|cloud-native|spring-boot|spring-cloud|geospatial,36,true
siam1026/siam-cloud,暹罗外卖是一款Java外卖配送系统，适用于多商户入驻，对标美团外卖、饿了么。该系统包含用户端、商家端、配送端以及总管理后台，美食下单、外卖配送和扫码点餐等核心功能，同时提供积分商城、会员中心和邀请好友注册返现等增值服务，以拓展客源。未来可进一步开发同城配送跑腿等功能。基于 Spring Cloud & Alibaba + Vue & Element + uni-app 技术栈进行开发；,https://github.com/siam1026/siam-cloud,306,18946,Java,Sat Jun 13 07:40:02 CST 2026,64,1,438,Apache License 2.0,delivery|distribution|food-delivery|order|takeaway|element-ui|java|mall|microservice|mybatis,4,true
anton-liauchuk/java-interview,Java interview,https://github.com/anton-liauchuk/java-interview,299,381,Java,Fri May 22 03:12:03 CST 2026,63,0,239,MIT License,java|spring|interview-questions|interview|java-core|java-collections|microservices|concurrency|transaction|servlet,15,true
kousen/spring-and-spring-boot,Lab solutions for Spring and Spring Boot course,https://github.com/kousen/spring-and-spring-boot,298,29339,Java,Thu Jan 29 09:05:56 CST 2026,259,0,169,MIT License,spring|spring-boot|java,38,true
stratospheric-dev/stratospheric,All you need to know to get your Spring Boot application into production with AWS 🍃,https://github.com/stratospheric-dev/stratospheric,284,14615,Java,Sat Jun 13 09:18:20 CST 2026,191,0,1941,Apache License 2.0,aws-sdk|spring|spring-boot|aws|cloudformation|spring-cloud|aws-cdk|spring-cloud-aws|cloud-native,13,true
laolunsi/spring-boot-examples,:green_salad:​ Spring/SpringBoot/SpringCloud 实践学习案例，从入门到精通，持续更新中，欢迎交流学习:beer: ！ ,https://github.com/laolunsi/spring-boot-examples,281,931,Java,Thu Mar 12 21:20:02 CST 2026,128,4,45,Apache License 2.0,java|spring|redis|rabbitmq|spring-boot|spring-cloud|blog|gateway|nacos|spring-cloud-gateway,12,true
pac4j/spring-security-pac4j,Bridge from the pac4j security library to Spring Security (reactive),https://github.com/pac4j/spring-security-pac4j,277,675,Java,Tue Jun 16 16:51:24 CST 2026,72,5,748,Apache License 2.0,java|spring-security|spring-boot|security|authentication|authorization|cas|oauth|saml|openid-connect,17,false
hank-cp/sbp,Plugin framework for Spring Boot based on pf4j.,https://github.com/hank-cp/sbp,277,1195,Java,Thu Apr 02 19:51:11 CST 2026,85,10,283,Apache License 2.0,sping|spring-boot|plugin|plugins|pf4j|sbp,17,true
piomin/spring-boot-logging,A library for logging HTTP request/response for Spring Boot application and integration with Elastic Stack,https://github.com/piomin/spring-boot-logging,276,506,Java,Tue Jun 16 14:07:29 CST 2026,86,5,446,MIT License,spring-boot|logging-library|logback|logstash|elasticstack|resttemplate|openfeign|spring-rest|reactor|spring-webf,7,true
xsreality/spring-modulith-with-ddd,Modular Monolith architecture demonstration with Spring Modulith and DDD,https://github.com/xsreality/spring-modulith-with-ddd,276,143,Java,Wed Jun 10 12:23:02 CST 2026,35,3,74,MIT License,domain-driven-design|java|modular-monolith|spring-boot|spring-modulith|monolith,2,true
pig-mesh/oss-spring-boot-starter,兼容S3协议的通用文件存储工具类,https://github.com/pig-mesh/oss-spring-boot-starter,271,84,Java,Tue Dec 02 08:49:57 CST 2025,88,3,58,Other,oss|s3|s3-storage|spring-boot,9,true
hantsy/spring-reactive-jwt-sample,Secures REST APIs with Spring Security and JWT Token-based Authentication powered by Spring Reactive stack,https://github.com/hantsy/spring-reactive-jwt-sample,264,562,Java,Sat Feb 28 19:58:01 CST 2026,53,0,498,GNU General Public License v3.0,spring-webflux|spring-security|jwt|spring-data-mongodb-reactive|spring-boot|spring,2,true
loiane/crud-angular-spring,🖥 CRUD Angular + Spring demonstrating Has-Many relationship; including tests for the back-end and front-end,https://github.com/loiane/crud-angular-spring,259,13603,Java,Mon Jun 15 13:14:47 CST 2026,47,2,850,MIT License,angular|java|spring|spring-boot|spring-mvc|angular-material|springboot|springboot3|springframework|angular-testing,3,true
opengoofy/crane4j,一个简单易用的关联字段填充框架，通过简单的注解配置快速根据外键/编码值填充相关字段，支持字典，枚举，方法等多种数据源。   A simple and easy-to-use data mapping framework; quickly populate relevant fields according to foreign keys/encoded values through simple annotation configuration; supports dictionaries; enumerations; methods and other data sources.,https://github.com/opengoofy/crane4j,258,23205,Java,Wed Apr 08 10:19:23 CST 2026,40,34,560,Apache License 2.0,java|spring|spring-boot|annotation|dict|fillp,8,true
abhi9720/BankingPortal-API,The banking portal API provides secure and efficient endpoints for managing user accounts; transactions; and fund transfers; offering essential banking functionalities with robust error handling and authentication.,https://github.com/abhi9720/BankingPortal-API,256,38525,Java,Fri Apr 03 06:07:53 CST 2026,213,10,86,MIT License,spring-boot|spring-security|spring-security-jwt|banking-api|banking-applications|banking-management|banking-system|banking-transactions|jwt-authentication|maven,7,true
julxxy/dtt-spring-boot-parent,DTT is an object-oriented Java framework that enables developers to automatically create database tables based on domain models through annotation-driven development; increasing productivity for developers. The core concept of DTT is domain-driven table; which makes you focus more on domain objects rather than database tables.,https://github.com/julxxy/dtt-spring-boot-parent,252,4800,Java,Thu Jun 19 11:22:50 CST 2025,23,0,308,GNU General Public License v3.0,ddd-architecture|dtt|mybatis|spring-boot|spring-boot-starter|table|domain-to-table|domain-driven-table|springboot|javabean-to-table,13,true
kosaka-bun/qqrobot-sdk,QQ机器人一站式开发框架,https://github.com/kosaka-bun/qqrobot-sdk,248,2878,Java,Fri Feb 06 02:12:48 CST 2026,3,0,137,Apache License 2.0,dependency|maven|qqbot|qqbot-framework|spring-boot|java|kotlin,0,true
sivaprasadreddy/generator-springboot,Yeoman based Spring Boot Microservice generator,https://github.com/sivaprasadreddy/generator-springboot,247,5471,Java,Sun Sep 21 00:04:07 CST 2025,90,15,85,MIT License,spring-boot|microservices|yeoman|yeoman-generator,10,true
kochetkov-ma/allure-server,Allure Server. Save/ generate / provide allure2 reports in one place,https://github.com/kochetkov-ma/allure-server,246,14018,Java,Fri Jun 12 06:23:12 CST 2026,71,19,85,Apache License 2.0,allure2|allure-report|allure-server|spring-boot|vaadin|docker,13,true
however-yir/knowledgeops-agent,Enterprise-ready Spring AI platform for RAG; tool calling; async ingestion; JWT/RBAC security; and observability.,https://github.com/however-yir/knowledgeops-agent,241,2616,Java,Mon Jun 15 10:37:12 CST 2026,14,25,112,MIT License,backend|java|llm|multimodal|pdf-rag|rag|spring-ai|spring-boot|tool-calling|ai-platform,4,true
jonashackt/spring-boot-graalvm,This example project shows how to compile a Webflux based Spring Boot application into a Native App using GraalVM Native Image locally & on GitHub Actions with & without Docker,https://github.com/jonashackt/spring-boot-graalvm,239,1747,Java,Sat Jun 13 09:54:12 CST 2026,54,9,154,MIT License,spring-boot|graalvm|spring-graal|java|substratevm|graalvm-native-image|native-image|docker|heroku|travis-ci,6,true
tangredtea/Spring-Blog,🤖 生产级 AI 博客系统：Spring Boot + MyBatis + Redis 实现智能内容管理。集成 OpenAI（自动摘要/标签推荐/质量评分）、SEO 优化、Markdown 编辑器、企业微信通知、Docker 部署。完整的 Spring Boot 全栈实战项目，适合学习/毕设/项目/二次开发 ✨,https://github.com/tangredtea/Spring-Blog,238,50882,Java,Wed Mar 11 20:10:21 CST 2026,24,0,104,Apache License 2.0,spring-blog|springboot-blog|spring|springboot|mybatis|blog|ssm|ai|mysql|redis,3,true
dschadow/JavaSecurity,Java web and command line applications demonstrating various security topics,https://github.com/dschadow/JavaSecurity,238,2877,Java,Thu Jun 11 23:20:05 CST 2026,71,0,2007,Apache License 2.0,java-security|java|java-web|spring-security|google-tink|csrf|xss|csp|spring-boot|cryptography,11,true
ReLive27/spring-security-oauth2-sample,This module is based on Spring Authorization Server and contains information on using Spring Security OAuth2,https://github.com/ReLive27/spring-security-oauth2-sample,237,1670,Java,Sun Mar 08 08:19:14 CST 2026,84,1,323,Apache License 2.0,java|oauth2|spring|spring-boot|spring-security|jwt|openid-connect|springcloud|rotating-key|spring-authorization-server,5,true
enofex/taikai,Taikai is an extension of the popular ArchUnit library; offering a comprehensive suite of predefined rules tailored for various technologies.,https://github.com/enofex/taikai,237,1372,Java,Tue Jun 16 14:23:17 CST 2026,12,1,522,MIT License,archunit|testing|junit5|architecture-tests|java|logging|spring|spring-boot,5,true
apache/casbin-spring-boot-starter,Spring Boot 2.x & 3.x Starter for Casbin; see example at: https://github.com/jcasbin/casbin-spring-boot-example,https://github.com/apache/casbin-spring-boot-starter,233,631,Java,Fri May 15 13:21:00 CST 2026,69,1,114,Apache License 2.0,casbin|spring|springboot|springbootstarter|jcasbin|spring-boot|abac|acl|auth|authorization,4,true
raeperd/realworld-springboot-java,Spring boot java implementation of realworld example.app,https://github.com/raeperd/realworld-springboot-java,232,1479,Java,Mon Jun 08 20:24:11 CST 2026,94,2,183,MIT License,spring-boot|spring-data-jpa|jacoco-plugin|jib-gradle|lombok-gradle|sonarcloud|java11|github-action,2,true
jeecgboot/MiniDao,一个比 MyBatis 更轻量的 Java 持久化框架，无缝集成springboot项目,https://github.com/jeecgboot/MiniDao,229,23400,Java,Thu Jun 11 01:30:32 CST 2026,175,6,284,Apache License 2.0,mybatis|sql|hibernate|jdbc|springjdbc|jpa|springboot|mybatis-plus|spring-boot|spring-jdbc,37,true
wb04307201/sql-forge,SQL Forge — a Spring Boot database framework providing JSON CRUD API; type-safe entity operations; SQL template engine; Apache Calcite cross-database federated queries; and Amis low-code visual management. Ready to use; import on demand.,https://github.com/wb04307201/sql-forge,229,91325,Java,Sat Jun 13 01:08:48 CST 2026,2,0,524,Apache License 2.0,java|orm|spring-boot|sql,1,true
SkillPanel/friendly-id,Java Friendly Id for UUID,https://github.com/SkillPanel/friendly-id,223,461,Java,Tue Mar 10 04:35:17 CST 2026,15,5,143,Apache License 2.0,url62|url64|unique-id|unique-identifier|base62|uuid|jackson|spring-boot,7,true
hantsy/spring-r2dbc-sample,Code samples for demonstrating R2dbc; Spring R2dbc; and Spring Data R2dbc.,https://github.com/hantsy/spring-r2dbc-sample,219,2318,Java,Tue Mar 03 01:12:16 CST 2026,47,1,831,GNU General Public License v3.0,spring-data-r2dbc|r2dbc|r2dbc-postgresql|r2dbc-mysql|r2dbc-h2|r2dbc-mssql|spring-boot|spring|testcontainers|r2dbc-oracle,6,true
camunda-community-hub/spring-zeebe,DEPRECATED. Easily use the Zeebe Java Client in your Spring or Spring Boot projects,https://github.com/camunda-community-hub/spring-zeebe,214,3702,Java,Tue Jun 16 15:07:56 CST 2026,123,13,1574,Apache License 2.0,zeebe|microservice|spring-boot|camunda|camunda-8,11,true
zhouhailin/freeswitch-externals,FreeSWITCH externals projects,https://github.com/zhouhailin/freeswitch-externals,213,382,Java,Fri Nov 21 04:17:38 CST 2025,113,9,183,Apache License 2.0,freeswitch|freeswitch-event-socket|event-socket|freeswitch-esl|esl|esl-client|voip|java|spring-boot,7,true
itning/yunshu-nas,自建NAS系统，实现本地视频音频点播，文件存储等功能。自动视频转码，在线观看下载视频！,https://github.com/itning/yunshu-nas,207,33581,Java,Mon Jun 15 16:39:34 CST 2026,61,21,1637,Apache License 2.0,nas|spring-boot|java|hls,5,true
ivangfr/springboot-react-social-login,The goal of this project is to implement an application called movie-app to manage movies. For it; we will implement a back-end Spring Boot application called movie-api and a front-end React application called movie-ui. Additionally; we will use OAuth2 (Social Login) to secure both applications.,https://github.com/ivangfr/springboot-react-social-login,206,22132,Java,Sun Jun 14 12:01:49 CST 2026,51,1,140,MIT License,spring-boot|social-login|java|javascript|docker|jsonwebtoken|springdoc-openapi|github-oauth2|google-oauth2|spring-security,2,true
sivaprasadreddy/spring-boot-microservices-course,YouTube Spring Boot Microservices Course Application,https://github.com/sivaprasadreddy/spring-boot-microservices-course,206,3378,Java,Wed Jan 14 03:04:10 CST 2026,98,11,43,Apache License 2.0,alpinejs|docker-compose|grafana|keycloak|loki|maven|microservices|oauth2|postgresql|prometheus,7,true
El-12stu/RelaMind,基于 AI 的个人成长轨迹分析系统，通过记录生活、回顾历史、分析模式帮助用户更好地理解自己，实现持续成长。包含智能路由、RAG 检索、自主任务智能体等功能。,https://github.com/El-12stu/RelaMind,203,29682,Java,Sun Dec 14 05:11:21 CST 2025,27,0,14,MIT License,ai|ai-agents|chatbot|docker|java|langchain4j|manus-ai|mcp|rag|reactagent,12,true
vaadin/flow-crm-tutorial,Demo app for the Java Web App tutorial series,https://github.com/vaadin/flow-crm-tutorial,203,30963,Java,Mon Jun 15 07:16:42 CST 2026,194,6,351,The Unlicense,tutorial|java-web|java|spring-boot|vaadin,22,true
lets-mica/mica-auto,mica-auto 使用注解自动生成 java spi 和 Spring boot 的配置。🔝🔝 记得右上角点个star 关注更新！,https://github.com/lets-mica/mica-auto,202,585,Java,Tue Jun 16 11:46:19 CST 2026,47,3,248,GNU Lesser General Public License v3.0,spring|spring-boot|spring-cloud|mica-auto|java-spi|java,10,true
RawSanj/spring-redis-websocket,Multi-instance Reactive WebSocket messaging Chat App demo using Spring Boot 3.x; Java 21 and Redis Pub/Sub,https://github.com/RawSanj/spring-redis-websocket,200,301,Java,Sun Dec 07 07:36:46 CST 2025,78,2,122,Apache License 2.0,spring-boot|redis|spring-data-redis|docker|kubernetes|reactive|spring-webflux|redis-pubsub|heroku|graalvm,4,true
fosslight/fosslight,FOSSLight Hub : Integrated management web-service for Open Source Compliance Process,https://github.com/fosslight/fosslight,198,57103,Java,Tue Jun 16 18:42:53 CST 2026,120,35,5307,GNU Affero General Public License v3.0,open-source|spring-boot|vulnerabilities|management|license|supply-chain,10,true
seart-group/ghs,GitHub Search: Platform used to crawl; store and present projects from GitHub; as well as any statistics related to them,https://github.com/seart-group/ghs,193,43417,Java,Sun Mar 15 18:07:21 CST 2026,23,28,3494,MIT License,msr|github|crawler|search-engine|bootstrap|mysql|platform|spring-boot|dataset-generation|repository,0,true
apache/camel-spring-boot,Runs Camel on Spring Boot and provides starters for Camel components,https://github.com/apache/camel-spring-boot,187,474913,Java,Tue Jun 16 05:20:54 CST 2026,200,2,44884,Apache License 2.0,camel|integration|java|spring-boot|microservices|cloud-native|data-transformation|enterprise-integration-patterns|integration-framework|kafka,29,false
devondragon/SpringUserFramework,Easy User Management Framework/Starter App for Spring. Providing registration; login; logout; and more built on top of Spring Security.,https://github.com/devondragon/SpringUserFramework,187,2478,Java,Mon Jun 15 19:53:42 CST 2026,43,1,788,Apache License 2.0,spring|spring-boot|spring-security|springboot|user-management,5,true
singgel/SpringBoot-Templates,springboot和dubbo、netty的集成，spring-ai-*的集成，redis mongodb的nosql模板， kafka rocketmq rabbit的MQ模板， solr solrcloud elasticsearch查询引擎,https://github.com/singgel/SpringBoot-Templates,186,3120,Java,Tue Apr 07 04:41:29 CST 2026,107,25,75,MIT License,dubbo|elasticsearch|kafka|logback|lucene|mongodb|mybatis|rabbitmq|redis|rocketmq,7,true
ivangfr/springboot-react-jwt-token,The goal of this project is to implement an application called order-app to manage orders. For it; we will implement a back-end Spring Boot application called order-api and a front-end React application called order-ui. Besides; we will use JWT Authentication to secure both applications.,https://github.com/ivangfr/springboot-react-jwt-token,186,9008,Java,Sun Jun 14 12:01:48 CST 2026,59,0,144,MIT License,spring-boot|docker|java|springdoc-openapi|jsonwebtoken|javascript|jwt-authentication|spring-security|postgresql|spring-data-jpa,7,true
michael-simons/biking2,This was the source code of biking.michael-simons.eu until end of 2023.,https://github.com/michael-simons/biking2,183,3803,Java,Fri Oct 24 13:15:39 CST 2025,64,0,325,Apache License 2.0,spring-boot|architecture|gpsbabel|spring|angularjs|biking|arc42|java|jooq|sql,24,false
Atsumeru-xyz/Atsumeru,Free self-hosted mangas/comics/light novels media server,https://github.com/Atsumeru-xyz/Atsumeru,180,1937,Java,Thu Jun 11 04:46:58 CST 2026,12,6,67,MIT License,api|comicinfo|comics|java|light-novels|manga|metadata|self-hosted|spring-boot,4,true
lvyahui8/spring-boot-data-aggregator,基于注解实现并行地依赖注入（数据聚合），可以看做 Spring Async 注解的升级版,https://github.com/lvyahui8/spring-boot-data-aggregator,178,623,Java,Fri Jul 11 20:05:24 CST 2025,60,7,144,Apache License 2.0,data-aggregation|spring-boot|bean-mapping|parallel-processing|concurrency,15,true
sivaprasadreddy/spring-modular-monolith,A modular monolith application built with Spring Modulith,https://github.com/sivaprasadreddy/spring-modular-monolith,176,944,Java,Tue Jun 16 16:53:38 CST 2026,43,7,141,Apache License 2.0,java|spring-boot|spring-modulith,3,true
inlym/life-helper-server,🎉「小鸣助手」项目服务端源码，使用 Spring Boot 框架,https://github.com/inlym/life-helper-server,175,1908,Java,Tue Sep 02 02:49:29 CST 2025,19,0,905,MIT License,java|springboot|springboot-sample|jwt|swagger|redis|spring-boot,5,true
ivangfr/springboot-keycloak-openldap,The goal of this project is to create a simple Spring Boot REST API; called simple-service; and secure it with Keycloak. Furthermore; the API users will be loaded into Keycloak from OpenLDAP server.,https://github.com/ivangfr/springboot-keycloak-openldap,172,4014,Java,Sun Jun 14 12:01:44 CST 2026,70,0,164,MIT License,spring-boot|keycloak|openldap|graalvm|oauth2-resource-server|docker|java|phpldapadmin|springdoc-openapi|ldap,8,true
ntygod/ZhiWei,本地优先的个人 AI Agent 助手，支持记忆、自主任务、工具授权和工作流。（最近工作，更新缓慢）,https://github.com/ntygod/ZhiWei,170,22902,Java,Fri Jun 12 10:31:49 CST 2026,4,0,2637,MIT License,ai-agent|local-first|personal-assistant|spring-boot|sqlite|vue,0,true
arconia-io/arconia,Arconia is a framework that acts as an add-on for Spring Boot; designed to enhance modern enterprise applications built with Java. You can add Arconia to an existing Spring Boot application to boost developer experience; reduce boilerplate; and seamlessly adopt cloud native patterns.,https://github.com/arconia-io/arconia,169,3955,Java,Tue Jun 16 16:32:54 CST 2026,19,21,1010,Apache License 2.0,java|multitenancy|spring-boot|ai|llm|spring-ai|micrometer|observability|opentelemetry|dev-services,2,true
AlexFalappa/nb-springboot,NetBeans IDE plugin supporting programming with Spring Boot,https://github.com/AlexFalappa/nb-springboot,168,1745,Java,Mon Dec 29 02:02:56 CST 2025,48,26,668,Apache License 2.0,netbeans-plugin|spring-boot|spring-data|spring-mvc|spring|netbeans-ide|netbeans,16,true
pig-mesh/idempotent-spring-boot-starter,spring boot idempotent starter,https://github.com/pig-mesh/idempotent-spring-boot-starter,166,587,Java,Tue Jun 24 23:41:23 CST 2025,74,0,77,Apache License 2.0,redisson|redis|idempotent|spring-boot|java,6,true
esanchezros/quickfixj-spring-boot-starter,Spring Boot Starter for QuickFIX/J: This project is a Spring Boot Starter for QuickFIX/J messaging engine for the FIX protocol. It simplifies the configuration required to create and start an Initiator or Acceptor; and handles the lifecycle of the Connector.,https://github.com/esanchezros/quickfixj-spring-boot-starter,164,958,Java,Tue Jun 16 07:42:38 CST 2026,75,6,551,Apache License 2.0,java|spring|spring-boot|quickfixj|spring-boot-starter|spring-boot-actuator|fixprotocol|financial,8,true
jdubois/boot-ui,The missing developer UI for Spring Boot!,https://github.com/jdubois/boot-ui,159,141845,Java,Tue Jun 16 14:36:38 CST 2026,16,1,758,Apache License 2.0,developer-tools|java|spring-boot|spring-boot-4|spring-boot-starter|vue,1,true
BigGG-Guardian/guardian,防重提交、接口限流、接口幂等、参数自动Trim、慢接口检测、请求链路追踪、IP黑白名单、防重放攻击、接口开关 —— 一个 Starter 搞定 API 请求防护。,https://github.com/BigGG-Guardian/guardian,159,1711,Java,Wed Apr 15 18:13:18 CST 2026,38,5,52,Apache License 2.0,idempotent|interceptor|java|maven-central|redis|spring-boot|spring-boot-starter|anti-duplicate|repeat-submit,2,true
Fadelis/grpcmock,A gRPC Java testing tool to easily mock endpoints of gRPC services for IT or Unit testing,https://github.com/Fadelis/grpcmock,158,332,Java,Wed Apr 22 23:44:50 CST 2026,14,2,174,Apache License 2.0,grpc|junit5|mapping-stubs|grpc-services|spring-boot|mocking|grpc-testing|grpc-mocking|grpc-java|grpc-it,6,true
attacomsian/code-examples,Example projects for my personal blog. ,https://github.com/attacomsian/code-examples,157,386,Java,Sun May 31 19:27:23 CST 2026,328,14,55,MIT License,spring-boot|thymeleaf|nodejs|nodejs-tutorials|spring-boot-tutorial|spring-data-jpa|javascript|java|rest-api|mongoose,9,true
seregamorph/spring-test-smart-context,Improving Spring Boot test efficiency,https://github.com/seregamorph/spring-test-smart-context,155,1913,Java,Tue Jun 16 01:59:03 CST 2026,9,7,301,Apache License 2.0,context-caching|integration-testing|spring-boot,2,true
jaguililla/hexagonal_spring,Spring template for a REST service designed with Hexagonal architecture,https://github.com/jaguililla/hexagonal_spring,153,230,Java,Fri Mar 20 01:30:44 CST 2026,21,9,145,Other,archunit|docker|docker-compose|hexagonal-architecture|java|kafka|postgres|spring-boot|testcontainers|paketo-buildpack,3,true
kakawait/cas-security-spring-boot-starter,Spring boot starter for Apereo CAS client fully integrated with Spring security,https://github.com/kakawait/cas-security-spring-boot-starter,153,474,Java,Mon Jan 26 15:41:38 CST 2026,45,22,236,MIT License,spring-security|cas|spring-boot|spring|apereo,13,true
michelin/kstreamplify,Swiftly build and enhance your Kafka Streams applications.,https://github.com/michelin/kstreamplify,145,4172,Java,Mon Jun 15 12:44:20 CST 2026,28,9,580,Apache License 2.0,kafka|kafka-streams|spring-boot|java|topology,4,true
jerryxiaosa/ems4j,EMS4J是一款基于Spring Boot多模块架构的能源管理系统，支持预付费和能耗分析两种模式。系统具有远程设备的控制能力，支持按需、合并、包月等多种计费方式。支持微信支付与线下支付。提供尖峰平谷计量、阶梯电价、账户管理与财务核算等完整功能，兼容多协议设备接入。代码结构清晰，易于二次开发与功能扩展。,https://github.com/jerryxiaosa/ems4j,145,8940,Java,Thu May 21 21:01:12 CST 2026,11,0,220,MIT License,ems|energy-billing|energy-management-system|industrial-park|spring-boot,8,true
wesleyosantos91/poc-multi-module-arch-hexagonal-springboot,,https://github.com/wesleyosantos91/poc-multi-module-arch-hexagonal-springboot,144,409,Java,Mon Oct 27 12:21:35 CST 2025,22,5,205,MIT License,docker|elasticsearch|elk-stack|githubworkflow|grafana|hexagonal-architecture|java|kibana|logstash|multimodule,7,true
wb04307201/spring-ai-loom-agent,A Spring Boot auto-configuration library that injects RAG knowledge base; MCP tool calling; and Skill library into Spring AI applications with an out-of-the-box chat UI.,https://github.com/wb04307201/spring-ai-loom-agent,143,37700,Java,Sat Jun 13 21:26:37 CST 2026,1,0,360,Apache License 2.0,ai|spring-ai|spring-boot,2,true
AndriyKalashnykov/spring-microservices-k8s,Runnable Spring Boot 4 microservices on Kind — gateway; MongoDB; Jaeger; Spring Cloud Kubernetes cross-namespace discovery; one make kind-up,https://github.com/AndriyKalashnykov/spring-microservices-k8s,142,6471,Java,Mon Jun 15 06:22:59 CST 2026,79,1,263,MIT License,java|spring-boot|microservice|kubernetes|k8s|spring-cloud-kubernetes|swagger|swagger-ui|netflix-ribbon|service-discovery,3,true
ayushman1024/TASK-Management-System,Spring Boot and Angular 7 web application for task management .,https://github.com/ayushman1024/TASK-Management-System,139,83126,Java,Sun Nov 23 00:48:56 CST 2025,60,34,142,The Unlicense,spring-boot|angular7|angular-material|primeng|spring-security|jwt-authentication|spring-rest|task-management-system|spring-data|spring-data-jpa,3,true
pac4j/spring-webmvc-pac4j,Security library for Spring Web MVC: OpenID Connect; SAML2; CAS; OAuth; LDAP; JWT...,https://github.com/pac4j/spring-webmvc-pac4j,138,527,Java,Tue Jun 16 16:52:00 CST 2026,26,1,620,Apache License 2.0,java|spring-mvc|spring-boot|security|authentication|authorization|cas|oauth|saml|openid-connect,8,false
